project_id,ministry,sector,state,region,implementing_agency,project_type,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class
PRJ-SYN-006132,Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,947.36,70,38,0.4464,630.96,51.77,66.6,5.31,10,4,5,0,0.5,UTILITY_SHIFTING,15,16.68,MODERATE
PRJ-SYN-006133,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Gujarat,West,Major Ports Authority,Corridor Modernization,2659.61,67,39,0.5725,1697.34,64.0,63.82,-0.18,10,6,0,0,0.0,NONE,1,0.0,LOW
PRJ-SYN-006134,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Strategic Interconnection,801.15,28,86,1.0,863.46,100.0,107.78,-1.37,10,10,0,0,0.0,CONTRACTOR,1,9.27,LOW
PRJ-SYN-006135,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Maharashtra,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,1696.16,27,53,1.0,2092.1,100.0,123.34,-0.67,10,10,9,0,0.9,FOREST_CLEARANCE,11,24.18,MODERATE
PRJ-SYN-006136,Ministry of Jal Shakti,Water Resources,Andhra Pradesh,South,National Water Development Agency,Strategic Interconnection,1420.22,58,65,0.8122,1722.4,89.25,121.28,4.0,10,8,9,0,0.9,LAND_ACQUISITION,22,30.05,HIGH
PRJ-SYN-006137,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,794.72,59,46,0.6209,706.19,66.64,88.86,6.36,10,6,7,0,0.7,FOREST_CLEARANCE,15,21.73,MODERATE
PRJ-SYN-006138,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,349.12,64,63,0.8395,343.71,92.23,98.45,-4.87,10,8,9,0,0.9,PROCUREMENT,11,12.7,MODERATE
PRJ-SYN-006139,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,670.06,25,35,1.0,793.3,100.0,118.39,-2.92,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,6,21.95,MODERATE
PRJ-SYN-006140,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,675.88,25,45,1.0,804.65,100.0,119.05,-1.04,10,10,9,0,0.9,CONTRACTOR,7,20.3,MODERATE
PRJ-SYN-006141,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,659.98,71,77,0.8946,734.98,92.25,111.36,1.55,10,8,9,0,0.9,CONTRACTOR,15,18.73,MODERATE
PRJ-SYN-006142,Ministry of Civil Aviation,Civil Aviation,Tamil Nadu,South,Airports Authority of India (AAI),Strategic Interconnection,944.08,62,99,1.0,962.96,100.0,102.0,-1.43,10,10,5,0,0.5,NONE,2,3.48,LOW
PRJ-SYN-006143,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,345.44,60,43,0.5648,271.51,68.55,78.6,-0.82,10,6,7,0,0.7,DESIGN_CHANGE,16,16.04,MODERATE
PRJ-SYN-006144,Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1069.32,28,38,1.0,1137.42,100.0,106.37,-2.41,10,10,7,0,0.7,NONE,3,9.0,LOW
PRJ-SYN-006145,Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Corridor Modernization,2005.52,39,56,0.9994,2597.49,94.72,129.52,3.28,10,9,10,0,1.0,LAND_ACQUISITION,17,32.16,HIGH
PRJ-SYN-006146,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,925.04,56,96,1.0,1002.66,100.0,108.39,-0.65,10,10,9,0,0.9,NONE,12,9.1,MODERATE
PRJ-SYN-006147,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,314.95,39,40,0.8686,306.98,86.81,97.47,-0.86,10,8,8,0,0.8,INTERDEPARTMENTAL_DEPENDENCY,7,13.4,LOW
PRJ-SYN-006148,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Strategic Interconnection,841.11,68,32,0.4149,489.58,46.55,58.21,6.79,10,4,4,0,0.4,NONE,9,9.13,LOW
PRJ-SYN-006149,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1426.58,65,80,0.9297,1686.85,87.99,118.24,7.95,10,8,9,0,0.9,FOREST_CLEARANCE,21,23.25,HIGH
PRJ-SYN-006150,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1210.05,25,48,1.0,1484.95,100.0,122.72,-0.99,10,10,9,0,0.9,LAND_ACQUISITION,7,23.94,MODERATE
PRJ-SYN-006151,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Andhra Pradesh,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,840.99,45,76,1.0,875.19,100.0,104.07,-2.47,10,10,5,0,0.5,NONE,2,6.7,LOW
PRJ-SYN-006152,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,365.35,36,57,1.0,371.78,100.0,101.76,-2.85,10,10,9,0,0.9,NONE,6,4.75,LOW
PRJ-SYN-006153,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,2116.5,37,50,0.98,2623.85,89.31,123.97,5.35,10,8,9,0,0.9,LAND_ACQUISITION,14,30.96,HIGH
PRJ-SYN-006154,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,850.71,33,32,0.819,865.5,85.35,101.74,2.71,10,8,6,1,0.6,ENVIRONMENTAL_CLEARANCE,6,15.53,LOW
PRJ-SYN-006155,Ministry of Power,Power,Bihar,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,769.68,41,45,0.7251,878.62,83.11,114.15,4.83,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,21,29.81,HIGH
PRJ-SYN-006156,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,166.2,42,57,1.0,173.53,100.0,104.41,-2.99,10,10,9,0,0.9,NONE,5,7.63,LOW
PRJ-SYN-006157,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,3517.32,32,99,1.0,4267.37,100.0,121.32,-1.8,10,10,9,0,0.9,LAND_ACQUISITION,10,23.55,MODERATE
PRJ-SYN-006158,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,682.27,61,43,0.6224,618.16,71.95,90.6,12.22,10,6,7,0,0.7,DESIGN_CHANGE,8,7.65,LOW
PRJ-SYN-006159,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1798.95,55,43,0.7409,1625.51,82.84,90.36,1.14,10,7,4,1,0.4,PROCUREMENT,3,7.59,LOW
PRJ-SYN-006160,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,878.94,44,41,0.7186,884.51,79.34,100.63,1.33,10,7,7,0,0.7,LAND_ACQUISITION,13,24.74,MODERATE
PRJ-SYN-006161,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,3869.86,30,99,1.0,4762.6,100.0,123.07,-1.73,10,10,9,0,0.9,LAND_ACQUISITION,10,25.24,MODERATE
PRJ-SYN-006162,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,830.75,34,51,1.0,1047.81,100.0,126.13,-0.51,10,10,10,0,1.0,LEGAL_DISPUTE,13,26.78,HIGH
PRJ-SYN-006163,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,995.14,39,99,1.0,1269.68,100.0,127.59,-0.31,10,10,10,0,1.0,LAND_ACQUISITION,15,27.98,HIGH
PRJ-SYN-006164,Ministry of Coal,Coal Infrastructure,Gujarat,West,Coal Infrastructure PSU,Strategic Interconnection,809.09,50,55,0.7528,1013.65,82.17,125.28,15.83,10,7,8,0,0.8,LAND_ACQUISITION,23,27.84,CRITICAL
PRJ-SYN-006165,Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,248.06,70,84,0.9996,276.67,96.03,111.53,1.97,10,9,9,0,0.9,CONTRACTOR,14,13.81,MODERATE
PRJ-SYN-006166,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,553.0,72,77,0.7696,571.71,80.5,103.38,-0.63,10,7,8,0,0.8,LAND_ACQUISITION,28,29.44,CRITICAL
PRJ-SYN-006167,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,1974.56,26,73,1.0,2326.44,100.0,117.82,-0.87,10,10,9,0,0.9,UTILITY_SHIFTING,7,18.85,MODERATE
PRJ-SYN-006168,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,2693.19,51,29,0.4454,1505.3,49.89,55.89,-5.03,10,4,5,0,0.5,FOREST_CLEARANCE,14,24.59,MODERATE
PRJ-SYN-006169,Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,465.83,50,78,1.0,619.25,100.0,132.93,-1.31,10,10,10,0,1.0,LAND_ACQUISITION,24,34.7,CRITICAL
PRJ-SYN-006170,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1763.14,52,42,0.6169,1626.22,73.54,92.23,1.1,10,7,8,0,0.8,FOREST_CLEARANCE,16,23.57,HIGH
PRJ-SYN-006171,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Assam,Northeast,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,803.23,70,58,0.5367,739.62,58.78,92.08,8.8,10,5,6,0,0.6,FOREST_CLEARANCE,38,36.25,CRITICAL
PRJ-SYN-006172,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1228.72,69,99,1.0,1241.43,100.0,101.03,-2.66,10,10,9,0,0.9,NONE,8,3.79,LOW
PRJ-SYN-006173,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,238.77,30,71,1.0,251.99,100.0,105.54,-1.73,10,10,6,0,0.6,NONE,3,7.39,LOW
PRJ-SYN-006174,Ministry of Power,Power,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,827.97,66,93,1.0,853.43,100.0,103.07,-1.01,10,10,9,0,0.9,NONE,4,4.13,LOW
PRJ-SYN-006175,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,706.36,42,35,0.6858,758.84,80.38,107.43,10.42,10,7,7,0,0.7,UTILITY_SHIFTING,9,18.32,MODERATE
PRJ-SYN-006176,Ministry of Housing & Urban Affairs,Urban Transit,Rajasthan,North,Metro Rail Infrastructure SPV,Strategic Interconnection,604.74,65,66,0.8145,648.8,91.96,107.29,2.77,10,8,9,0,0.9,NONE,16,13.25,MODERATE
PRJ-SYN-006177,Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,248.33,35,99,1.0,266.2,100.0,107.2,-2.51,10,10,8,0,0.8,UTILITY_SHIFTING,6,9.95,LOW
PRJ-SYN-006178,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,854.63,26,90,1.0,992.12,100.0,116.09,-0.52,10,10,8,0,0.8,ENVIRONMENTAL_CLEARANCE,5,16.69,LOW
PRJ-SYN-006179,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,4808.92,43,84,1.0,5957.05,100.0,123.88,-0.28,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,17,24.22,HIGH
PRJ-SYN-006180,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Greenfield Construction,362.45,33,55,1.0,421.41,100.0,116.27,-2.49,10,10,9,0,0.9,LAND_ACQUISITION,7,19.23,MODERATE
PRJ-SYN-006181,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,808.74,53,82,1.0,861.37,100.0,106.51,-0.17,10,10,9,0,0.9,NONE,9,6.69,LOW
PRJ-SYN-006182,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Corridor Modernization,457.95,32,68,1.0,478.52,100.0,104.49,-0.39,10,10,0,0,0.0,NONE,0,4.9,LOW
PRJ-SYN-006183,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,1252.44,49,60,0.8816,1472.87,91.44,117.6,6.2,10,8,9,0,0.9,UTILITY_SHIFTING,19,20.44,HIGH
PRJ-SYN-006184,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,494.19,36,49,0.9993,615.89,96.78,124.63,1.22,10,9,9,0,0.9,ENVIRONMENTAL_CLEARANCE,13,27.17,HIGH
PRJ-SYN-006185,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Greenfield Construction,572.58,24,76,1.0,662.35,100.0,115.68,-1.53,10,10,8,0,0.8,CONTRACTOR,7,17.48,LOW
PRJ-SYN-006186,Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,350.55,63,48,0.6068,282.58,64.69,80.61,0.6,10,6,7,0,0.7,LAND_ACQUISITION,16,23.46,MODERATE
PRJ-SYN-006187,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,150.0,39,55,1.0,172.53,100.0,115.02,-2.51,10,10,9,0,0.9,FOREST_CLEARANCE,9,17.98,MODERATE
PRJ-SYN-006188,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1041.14,50,30,0.5448,746.93,57.47,71.74,5.73,10,5,3,1,0.3,ENVIRONMENTAL_CLEARANCE,5,13.52,LOW
PRJ-SYN-006189,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,2307.05,71,56,0.6742,1942.43,79.56,84.2,-1.75,10,7,8,0,0.8,NONE,12,8.21,LOW
PRJ-SYN-006190,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Greenfield Construction,1161.9,54,70,0.8432,1438.78,91.69,123.83,0.25,10,8,9,0,0.9,LAND_ACQUISITION,29,34.68,CRITICAL
PRJ-SYN-006191,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1175.12,59,34,0.4354,867.73,48.18,73.84,10.29,10,4,5,0,0.5,FOREST_CLEARANCE,19,26.3,HIGH
PRJ-SYN-006192,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,784.96,42,84,1.0,968.59,100.0,123.39,-1.86,10,10,9,0,0.9,LAND_ACQUISITION,11,25.73,MODERATE
PRJ-SYN-006193,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,358.81,34,43,0.914,450.45,92.64,125.54,5.36,10,8,8,0,0.8,LAND_ACQUISITION,13,28.1,MODERATE
PRJ-SYN-006194,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,2034.23,33,55,1.0,2125.24,100.0,104.47,-2.46,10,10,5,0,0.5,NONE,2,7.11,LOW
PRJ-SYN-006195,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,3959.01,62,48,0.5514,3797.78,64.19,95.93,9.67,10,6,7,0,0.7,FOREST_CLEARANCE,25,29.88,CRITICAL
PRJ-SYN-006196,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1320.4,51,87,1.0,1418.65,100.0,107.44,-0.74,10,10,10,0,1.0,NONE,11,8.24,MODERATE
PRJ-SYN-006197,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Odisha,East,Major Ports Authority,Rehabilitation & Upgradation,5191.62,64,82,0.9207,6404.11,89.33,123.35,6.38,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,25,28.88,CRITICAL
PRJ-SYN-006198,Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1102.76,46,55,0.9994,1280.1,93.97,116.08,4.03,10,8,8,0,0.8,FOREST_CLEARANCE,9,18.45,MODERATE
PRJ-SYN-006199,Ministry of Power,Power,Jharkhand,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,1018.81,67,93,1.0,1221.24,100.0,119.87,-1.37,10,10,10,0,1.0,CONTRACTOR,17,21.54,MODERATE
PRJ-SYN-006200,Ministry of Railways,Railways,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1849.8,69,83,0.9116,2031.29,93.94,109.81,1.42,10,8,9,0,0.9,NONE,22,15.16,MODERATE
PRJ-SYN-006201,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,1389.32,49,76,1.0,1537.27,100.0,110.65,-2.74,10,10,10,0,1.0,NONE,12,13.77,MODERATE
PRJ-SYN-006202,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,384.01,53,83,1.0,405.4,100.0,105.57,-0.06,10,10,8,0,0.8,NONE,4,5.63,LOW
PRJ-SYN-006203,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Maharashtra,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,615.1,41,37,0.6976,754.04,81.11,122.59,16.89,10,7,7,0,0.7,FOREST_CLEARANCE,12,25.09,HIGH
PRJ-SYN-006204,Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,471.88,71,72,0.6983,455.72,75.27,96.58,-2.29,10,7,8,0,0.8,FOREST_CLEARANCE,32,32.33,CRITICAL
PRJ-SYN-006205,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,2245.05,56,70,1.0,2341.89,100.0,104.31,-0.57,10,10,8,0,0.8,NONE,4,4.91,LOW
PRJ-SYN-006206,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,5333.25,70,48,0.4846,2669.29,49.1,50.05,-9.25,10,4,5,0,0.5,LAND_ACQUISITION,29,25.59,CRITICAL
PRJ-SYN-006207,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,998.79,54,32,0.4838,682.44,55.04,68.33,4.35,10,5,5,0,0.5,UTILITY_SHIFTING,12,15.04,MODERATE
PRJ-SYN-006208,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Odisha,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,1486.79,26,51,1.0,1588.43,100.0,106.84,-1.74,10,10,9,0,0.9,NONE,5,8.73,LOW
PRJ-SYN-006209,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,568.04,51,91,1.0,591.4,100.0,104.11,-1.78,10,10,9,0,0.9,NONE,10,6.0,LOW
PRJ-SYN-006210,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,1126.56,58,66,0.8458,1311.13,85.61,116.38,6.34,10,8,9,0,0.9,FOREST_CLEARANCE,20,26.57,HIGH
PRJ-SYN-006211,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Strategic Interconnection,4014.81,31,31,0.7936,4506.65,86.44,112.25,10.52,10,8,8,0,0.8,DESIGN_CHANGE,8,15.77,MODERATE
PRJ-SYN-006212,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,1430.98,38,51,0.9615,1802.61,92.48,125.97,4.84,10,8,9,0,0.9,LAND_ACQUISITION,15,29.44,HIGH
PRJ-SYN-006213,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,1089.23,49,50,0.7932,1350.64,86.44,124.0,11.56,10,8,9,0,0.9,LAND_ACQUISITION,14,26.53,HIGH
PRJ-SYN-006214,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Greenfield Construction,746.55,26,42,1.0,821.56,100.0,110.05,-2.63,10,10,8,0,0.8,NONE,6,13.02,LOW
PRJ-SYN-006215,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,437.35,67,95,1.0,488.26,100.0,111.64,-1.33,10,10,10,0,1.0,DESIGN_CHANGE,15,13.14,MODERATE
PRJ-SYN-006216,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,2668.99,35,43,0.9768,3130.36,96.12,117.29,1.88,10,9,10,0,1.0,CONTRACTOR,9,19.68,MODERATE
PRJ-SYN-006217,Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,712.66,24,44,1.0,833.11,100.0,116.9,-2.43,10,10,9,0,0.9,INTERDEPARTMENTAL_DEPENDENCY,7,19.81,MODERATE
PRJ-SYN-006218,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,1051.78,49,46,0.8352,1010.51,90.35,96.08,-1.36,10,8,7,1,0.7,NONE,6,7.96,LOW
PRJ-SYN-006219,Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Corridor Modernization,797.19,46,41,0.8187,743.6,91.62,93.28,-3.17,10,8,5,1,0.5,NONE,4,5.46,LOW
PRJ-SYN-006220,"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Andhra Pradesh,South,Major Ports Authority,Capacity Augmentation / 6-Laning,1009.25,47,31,0.5245,709.78,59.81,70.33,0.6,10,5,6,0,0.6,FOREST_CLEARANCE,12,16.41,MODERATE
PRJ-SYN-006221,Ministry of Housing & Urban Affairs,Urban Transit,Rajasthan,North,Metro Rail Infrastructure SPV,Greenfield Construction,179.66,58,34,0.4044,139.51,42.47,77.65,17.53,10,4,5,0,0.5,FOREST_CLEARANCE,26,29.43,CRITICAL
PRJ-SYN-006222,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Strategic Interconnection,752.12,49,92,1.0,898.74,100.0,119.49,-1.28,10,10,10,0,1.0,INTERDEPARTMENTAL_DEPENDENCY,14,21.04,MODERATE
PRJ-SYN-006223,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,1643.94,27,36,1.0,1826.24,100.0,111.09,-1.03,10,10,10,0,1.0,PROCUREMENT,7,12.24,LOW
PRJ-SYN-006224,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1765.62,28,50,1.0,1941.22,100.0,109.95,-0.74,10,10,7,0,0.7,PROCUREMENT,5,10.77,LOW
PRJ-SYN-006225,Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,2439.13,71,54,0.6064,2353.98,65.36,96.51,15.9,10,6,7,0,0.7,ENVIRONMENTAL_CLEARANCE,18,18.76,HIGH
PRJ-SYN-006226,Ministry of Housing & Urban Affairs,Urban Transit,Rajasthan,North,Metro Rail Infrastructure SPV,Rehabilitation & Upgradation,513.79,27,50,1.0,578.6,100.0,112.61,-0.29,10,10,8,0,0.8,DESIGN_CHANGE,4,12.94,LOW
PRJ-SYN-006227,Ministry of Civil Aviation,Civil Aviation,Gujarat,West,Airports Authority of India (AAI),Corridor Modernization,272.76,50,74,1.0,292.32,100.0,107.17,-1.03,10,10,9,0,0.9,PROCUREMENT,6,8.29,LOW
PRJ-SYN-006228,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,498.46,53,95,1.0,530.92,100.0,106.51,-1.08,10,10,10,0,1.0,NONE,9,7.67,LOW
PRJ-SYN-006229,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,403.66,54,63,1.0,393.68,100.0,97.53,-2.47,10,10,0,0,0.0,NONE,1,0.0,LOW
PRJ-SYN-006230,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,344.43,31,72,1.0,372.75,100.0,108.22,-2.63,10,10,9,0,0.9,NONE,6,11.14,LOW
PRJ-SYN-006231,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Greenfield Construction,601.36,72,38,0.4568,342.56,48.63,56.96,3.66,10,4,5,0,0.5,NONE,11,8.94,LOW
PRJ-SYN-006232,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1084.69,35,39,1.0,1112.84,100.0,102.6,-2.66,10,10,8,0,0.8,NONE,3,5.4,LOW
PRJ-SYN-006233,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,581.04,41,70,1.0,685.84,100.0,118.04,-0.54,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,10,18.68,MODERATE
