project_id,project_name,ministry,department,sector,sub_sector,state,region,implementing_agency,project_type,project_status,project_stage,original_cost_cr,revised_cost_cr,cost_overrun_cr,cost_growth_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,progress_decoupling_gap,start_date,planned_completion_date,revised_completion_date,planned_duration_months,revised_duration_months,schedule_slippage_months,schedule_revisions_count,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,secondary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class,overall_risk_score,data_source,data_status
PRJ-SYN-005860,Bengaluru-Chennai Expressway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Odisha,East,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,459.17,480.66,21.49,4.68,477.43,100.0,99.33,-0.67,2019-02-01,2022-01-01,2022-01-01,35,35,0,0,10,10,0,0,0.0,PROCUREMENT,NONE,0,4.68,LOW,2.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005861,Coastal Road Coastal Highway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,464.74,487.56,22.82,4.91,480.45,100.0,98.54,-1.46,2021-03-01,2024-06-01,2024-08-01,39,41,2,1,10,10,5,0,0.5,NONE,NONE,2,4.91,LOW,15.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005862,Eastern Dedicated Freight Corridor — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Electrification,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,DELAYED,Execution,1161.9,1619.22,457.32,39.36,1552.24,95.17,95.86,0.69,2022-03-01,2024-10-01,2026-04-01,31,49,18,3,10,9,10,0,1.0,LAND_ACQUISITION,NONE,18,39.36,CRITICAL,68.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005863,Bhopal-Ramganjmandi Line — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,COMPLETED,Commissioned,1027.85,1206.28,178.43,17.36,1194.96,100.0,99.06,-0.94,2018-03-01,2022-01-01,2022-11-01,46,56,10,2,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,NONE,10,17.36,MODERATE,43.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005864,Jiribam-Imphal Rail Project — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,DELAYED,Execution,1218.14,1320.22,102.08,8.38,1234.6,84.32,93.51,9.19,2023-05-01,2026-10-01,2027-08-01,41,51,10,2,10,8,9,0,0.9,NONE,NONE,10,8.38,MODERATE,40.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005865,Amritsar-Jamnagar Economic Corridor — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Andhra Pradesh,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,CRITICAL,Execution,205.48,253.6,48.12,23.42,143.27,47.63,56.49,8.86,2022-11-01,2028-03-01,2030-03-01,64,88,24,3,10,4,5,0,0.5,LAND_ACQUISITION,NONE,24,23.42,HIGH,62.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005866,Kochi Metro Rail Phase-II Kakkanad Extension — Section I (Km 0.00 to 45.50),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Urban Water Infrastructure,Gujarat,West,Metro Rail Infrastructure SPV,Greenfield Construction,DELAYED,Execution,2930.32,3201.37,271.05,9.25,2646.06,84.72,82.65,-2.07,2021-02-01,2026-12-01,2027-11-01,70,81,11,2,10,8,8,0,0.8,NONE,NONE,11,9.25,LOW,31.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005867,Mandal Dam North Koel Reservoir Project — Section II (Km 45.50 to 112.00),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Inter-Basin Link,Jharkhand,East,National Water Development Agency,Greenfield Construction,AT_RISK,Execution,1495.87,1497.07,1.2,0.08,1238.53,96.44,82.73,-13.71,2021-12-01,2026-04-01,2026-07-01,52,55,3,1,10,9,6,1,0.6,NONE,NONE,3,0.08,LOW,10.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005868,Jagdishpur-Haldia-Bokaro-Dhamra Pipeline (JHBDPL) — EPC Package II (Terminal & Marine Berths),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,1031.94,1215.32,183.38,17.77,1179.35,100.0,97.04,-2.96,2020-02-01,2023-09-01,2024-07-01,43,53,10,2,10,10,9,0,0.9,CONTRACTOR,PROCUREMENT,10,17.77,MODERATE,41.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005869,Eastern Dedicated Freight Corridor — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DELAYED,Execution,2693.17,2977.84,284.67,10.57,2364.47,73.68,79.4,5.72,2022-07-01,2027-10-01,2028-09-01,63,74,11,2,10,7,8,0,0.8,NONE,NONE,11,10.57,MODERATE,36.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005870,Visakh Refinery Modernization Project — Package 3 (Design & Build EPC),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Refinery Modernization,Andhra Pradesh,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,CRITICAL,Execution,1080.05,1368.21,288.16,26.68,1241.88,88.67,90.77,2.1,2018-08-01,2024-07-01,2026-05-01,71,93,22,3,10,8,9,0,0.9,LAND_ACQUISITION,PROCUREMENT,22,26.68,HIGH,65.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005871,Varanasi-Ranchi-Kolkata Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,AT_RISK,Execution,988.33,1046.34,58.01,5.87,1025.41,96.53,98.0,1.47,2021-12-01,2025-12-01,2026-06-01,48,54,6,1,10,9,8,1,0.8,NONE,NONE,6,5.87,LOW,26.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005872,Amritsar-Jamnagar Economic Corridor — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,West Bengal,East,National Highways Authority of India (NHAI),Corridor Modernization,DELAYED,Execution,1607.75,2082.36,474.61,29.52,1888.9,80.05,90.71,10.66,2023-05-01,2026-02-01,2027-04-01,33,47,14,2,10,7,8,0,0.8,LEGAL_DISPUTE,UTILITY_SHIFTING,14,29.52,HIGH,59.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005873,Ganga Expressway Phase-I — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DELAYED,Execution,670.36,837.61,167.25,24.95,694.95,83.92,82.97,-0.95,2022-10-01,2025-11-01,2027-03-01,37,53,16,2,10,7,7,0,0.7,DESIGN_CHANGE,ENVIRONMENTAL_CLEARANCE,16,24.95,MODERATE,52.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005874,Purvanchal Expressway Link — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Jharkhand,East,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,641.63,878.84,237.21,36.97,867.03,100.0,98.66,-1.34,2020-10-01,2023-10-01,2025-06-01,36,56,20,3,10,10,10,0,1.0,LAND_ACQUISITION,NONE,20,36.97,CRITICAL,69.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005875,Eastern Dedicated Freight Corridor — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,4781.02,6154.13,1373.11,28.72,6028.79,100.0,97.96,-2.04,2020-04-01,2024-03-01,2025-09-01,47,65,18,3,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,PROCUREMENT,18,28.72,HIGH,59.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005876,Ganga Expressway Phase-I — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,2567.64,2567.64,0.0,0.0,2533.78,100.0,98.68,-1.32,2022-03-01,2024-09-01,2024-09-01,30,30,0,0,10,10,0,0,0.0,NONE,NONE,0,0.0,LOW,1.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005877,Mumbai-Ahmedabad High Speed Rail — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,742.82,934.02,191.2,25.74,914.61,100.0,97.92,-2.08,2020-08-01,2022-11-01,2023-08-01,27,36,9,2,10,10,9,0,0.9,FOREST_CLEARANCE,NONE,9,25.74,MODERATE,44.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005878,Secunderabad-Mahabubnagar Doubling — Package 3 (Design & Build EPC),Ministry of Railways,Project Development Directorate,Railways,Electrification,Gujarat,West,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,991.27,1122.91,131.64,13.28,1102.09,100.0,98.15,-1.85,2019-02-01,2024-08-01,2025-06-01,66,76,10,2,10,10,9,0,0.9,PROCUREMENT,NONE,10,13.28,MODERATE,37.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005879,NH-48 Golden Quadrilateral — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Assam,Northeast,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,1235.4,1426.15,190.75,15.44,1401.99,100.0,98.31,-1.69,2019-12-01,2024-03-01,2025-06-01,51,66,15,2,10,10,9,0,0.9,PROCUREMENT,NONE,15,15.44,MODERATE,45.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005880,Eastern Dedicated Freight Corridor — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,974.74,1245.52,270.78,27.78,1229.25,100.0,98.69,-1.31,2019-04-01,2022-08-01,2023-12-01,40,56,16,2,10,10,10,0,1.0,LAND_ACQUISITION,FOREST_CLEARANCE,16,27.78,HIGH,57.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005881,Amritsar-Jamnagar Economic Corridor — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Rajasthan,North,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,485.17,601.61,116.44,24.0,589.47,100.0,97.98,-2.02,2021-02-01,2024-03-01,2025-03-01,37,49,12,2,10,10,9,0,0.9,CONTRACTOR,NONE,12,24.0,MODERATE,48.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005882,Rishikesh-Karanprayag Rail Line — Package 3 (Design & Build EPC),Ministry of Railways,Project Development Directorate,Railways,Electrification,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,315.53,324.02,8.49,2.69,318.92,100.0,98.43,-1.57,2020-01-01,2022-04-01,2022-06-01,27,29,2,1,10,10,5,0,0.5,NONE,NONE,2,2.69,LOW,10.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005883,Mumbai High North Redevelopment Phase-IV — Section I (Km 0.00 to 45.50),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Hydrocarbon Pipelines,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,COMPLETED,Commissioned,897.67,947.22,49.55,5.52,937.36,100.0,98.96,-1.04,2021-04-01,2025-05-01,2025-06-01,49,50,1,1,10,10,1,0,0.1,NONE,NONE,1,5.52,LOW,6.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005884,Shahpur Kandi Dam Project — Reach 2 (Ch. 24+000 to 68+500),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Inter-Basin Link,Karnataka,South,National Water Development Agency,Rehabilitation & Upgradation,DELAYED,Execution,1346.96,1515.06,168.1,12.48,1381.6,88.52,91.19,2.67,2023-10-01,2026-04-01,2026-12-01,30,38,8,1,10,8,8,0,0.8,NONE,NONE,8,12.48,LOW,33.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005885,Kolkata Port Deep Draft Inner Harbour Berth — Civil Package 1 (Underground Tunnel),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Inland Waterway,Uttar Pradesh,North,Major Ports Authority,Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,272.05,305.89,33.84,12.44,302.6,100.0,98.92,-1.08,2019-05-01,2022-09-01,2023-07-01,40,50,10,2,10,10,9,0,0.9,NONE,NONE,10,12.44,LOW,33.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005886,Bengaluru-Chennai Expressway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,150.0,185.53,35.53,23.69,149.86,90.76,80.77,-9.99,2021-04-01,2025-03-01,2026-05-01,47,61,14,2,10,8,9,0,0.9,FOREST_CLEARANCE,INTERDEPARTMENTAL_DEPENDENCY,14,23.69,MODERATE,51.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005887,Zojila Tunnel Approach Road — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,1969.12,2663.23,694.11,35.25,2609.97,88.74,98.0,9.26,2023-08-01,2025-10-01,2026-11-01,26,39,13,2,10,8,9,0,0.9,LEGAL_DISPUTE,NONE,13,35.25,HIGH,61.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005888,Eastern Dedicated Freight Corridor — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,731.39,879.13,147.74,20.2,856.29,100.0,97.4,-2.6,2019-09-01,2022-05-01,2023-05-01,32,44,12,2,10,10,9,0,0.9,CONTRACTOR,NONE,12,20.2,MODERATE,45.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005889,Coastal Road Coastal Highway — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,1246.87,1387.52,140.65,11.28,1367.37,100.0,98.55,-1.45,2019-12-01,2023-06-01,2024-02-01,42,50,8,1,10,10,9,0,0.9,NONE,NONE,8,11.28,LOW,29.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005890,Ratle Hydroelectric Power Project — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,COMPLETED,Commissioned,451.8,484.83,33.03,7.31,475.94,100.0,98.17,-1.83,2018-02-01,2024-02-01,2024-09-01,72,79,7,1,10,10,9,0,0.9,NONE,NONE,7,7.31,LOW,26.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005891,Coastal Road Coastal Highway — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Bihar,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,408.57,444.16,35.59,8.71,328.53,75.63,73.97,-1.66,2022-05-01,2027-06-01,2028-01-01,61,68,7,1,10,7,7,0,0.7,UTILITY_SHIFTING,NONE,7,8.71,LOW,25.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005892,Bhopal-Ramganjmandi Line — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Electrification,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,CRITICAL,Execution,161.5,209.74,48.24,29.87,105.06,50.52,50.09,-0.43,2022-02-01,2027-09-01,2030-06-01,67,100,33,5,10,4,5,0,0.5,LAND_ACQUISITION,INTERDEPARTMENTAL_DEPENDENCY,33,29.87,CRITICAL,72.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005893,Pune-Nashik Semi High-Speed Rail — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DELAYED,Execution,2170.73,2516.53,345.8,15.93,2118.57,73.54,84.19,10.65,2022-11-01,2027-06-01,2028-04-01,55,65,10,2,10,7,8,0,0.8,UTILITY_SHIFTING,INTERDEPARTMENTAL_DEPENDENCY,10,15.93,MODERATE,45.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005894,Khavda Renewable Energy Park Grid Interconnection — Reach 2 (Ch. 24+000 to 68+500),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,DELAYED,Execution,1117.4,1176.06,58.66,5.25,676.86,55.94,57.55,1.61,2023-03-01,2028-11-01,2029-06-01,68,75,7,1,10,5,5,0,0.5,NONE,NONE,7,5.25,LOW,19.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005895,Rewa Ultra Mega Solar Transmission Network — Stage-I Commissioning Phase,Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,COMPLETED,Commissioned,1437.08,1534.66,97.58,6.79,1499.25,100.0,97.69,-2.31,2021-08-01,2024-09-01,2025-01-01,37,41,4,1,10,10,7,0,0.7,PROCUREMENT,NONE,4,6.79,LOW,19.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005896,North Karanpura Super Thermal Power Project — Section II (Km 45.50 to 112.00),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,DELAYED,Execution,442.92,477.69,34.77,7.85,300.04,69.06,62.81,-6.25,2022-09-01,2027-12-01,2028-10-01,63,73,10,2,10,6,7,0,0.7,NONE,NONE,10,7.85,LOW,31.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005897,Ratle Hydroelectric Power Project — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Solar Parks,Assam,Northeast,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,DELAYED,Execution,821.93,946.29,124.36,15.13,817.12,92.72,86.35,-6.37,2019-09-01,2025-02-01,2026-06-01,65,81,16,2,10,8,9,0,0.9,NONE,NONE,16,15.13,MODERATE,45.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005898,NH-48 Golden Quadrilateral — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,2156.97,2418.83,261.86,12.14,2372.36,100.0,98.08,-1.92,2020-06-01,2022-11-01,2023-04-01,29,34,5,1,10,10,8,0,0.8,NONE,NONE,5,12.14,LOW,28.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005899,Great Nicobar Transshipment Terminal — Section I (Km 0.00 to 45.50),"Ministry of Ports, Shipping & Waterways",Major Port Infrastructure Wing,Ports & Shipping,Inland Waterway,Bihar,East,Major Ports Authority,Strategic Interconnection,DELAYED,Execution,272.31,324.16,51.85,19.04,290.42,90.16,89.59,-0.57,2021-05-01,2026-02-01,2027-07-01,57,74,17,3,10,8,9,0,0.9,PROCUREMENT,,17,19.04,MODERATE,51.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005900,Zojila Tunnel Approach Road — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,495.79,522.71,26.92,5.43,514.81,100.0,98.49,-1.51,2020-02-01,2024-01-01,2024-08-01,47,54,7,1,10,10,9,0,0.9,NONE,NONE,7,5.43,LOW,25.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005901,Varanasi-Ranchi-Kolkata Expressway — Contract Package 4B (Elevated Viaduct),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Odisha,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,COMPLETED,Commissioned,409.73,471.8,62.07,15.15,470.7,100.0,99.77,-0.23,2019-04-01,2023-01-01,2023-10-01,45,54,9,2,10,10,9,0,0.9,PROCUREMENT,NONE,9,15.15,MODERATE,37.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005902,Varanasi-Ranchi-Kolkata Expressway — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Rajasthan,North,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,3024.56,3430.46,405.9,13.42,3417.56,100.0,99.62,-0.38,2022-06-01,2025-07-01,2026-03-01,37,45,8,1,10,10,10,0,1.0,NONE,NONE,8,13.42,MODERATE,35.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005903,Khavda Renewable Energy Park Grid Interconnection — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,COMPLETED,Commissioned,1893.16,2055.21,162.05,8.56,2054.3,100.0,99.96,-0.04,2019-03-01,2022-09-01,2023-05-01,42,50,8,1,10,10,9,0,0.9,NONE,NONE,8,8.56,LOW,29.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005904,NH-44 North-South Corridor — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,,Roads & Highways,Economic Arteries,Rajasthan,North,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,196.33,220.22,23.89,12.17,199.57,90.09,90.62,0.53,2020-08-01,2025-11-01,2027-01-01,63,77,14,2,10,8,9,0,0.9,PROCUREMENT,NONE,14,12.17,MODERATE,39.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005905,NH-48 Golden Quadrilateral — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,CRITICAL,Execution,532.49,678.92,146.43,27.5,638.16,86.69,94.0,7.31,2020-12-01,2025-10-01,2027-07-01,58,79,21,3,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,21,27.5,HIGH,63.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005906,Rishikesh-Karanprayag Rail Line — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,1129.87,1258.68,128.81,11.4,1229.11,100.0,97.65,-2.35,2020-03-01,2024-09-01,2025-07-01,54,64,10,2,10,10,10,0,1.0,NONE,NONE,10,11.4,MODERATE,36.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005907,Dibang Multipurpose Hydropower Scheme — Reach 2 (Ch. 24+000 to 68+500),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,COMPLETED,Commissioned,2077.86,2469.95,392.09,18.87,2401.38,100.0,97.22,-2.78,2022-03-01,2024-04-01,2024-12-01,25,33,8,1,10,10,10,0,1.0,NONE,NONE,8,18.87,MODERATE,38.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005908,NH-44 North-South Corridor — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,DELAYED,Execution,866.41,988.05,121.64,14.04,968.29,94.21,98.0,3.79,2020-04-01,2026-01-01,2027-02-01,69,82,13,2,10,8,9,0,0.9,PROCUREMENT,NONE,13,14.04,MODERATE,42.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-005909,Bundelkhand Expressway Spur — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Rajasthan,North,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,485.17,525.15,39.98,8.24,520.63,100.0,99.14,-0.86,2021-02-01,2025-02-01,2025-12-01,48,58,10,2,10,10,9,0,0.9,NONE,NONE,10,8.24,LOW,34.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
